user_id,lifecycle_stage,days_since_signup,age_band,region,sessions_last_7d,exercises_completed_7d,streak_current,coins_balance,feature_ai_tutor_used,feature_leaderboard_viewed,feature_progress_checked,preferred_hour,notif_open_rate_30d,motivation_score,activeness_score,gamification_score,engagement_depth,churn_risk,churn_prob_score,cluster_id,segment_name
SYN_00463,trial,0,18-24,tier1,4,4,1,39.0,0,1,1,14,0.346,0.42,0.188,0.265,0.519,high,0.1225,0,Moderately Active Users
SYN_00464,inactive,65,35-44,tier3,2,0,0,3.74,0,0,1,6,0.068,0.17,0.045,0.036,0.214,critical,0.9948,1,Low Activity Users
SYN_00465,paid,12,18-24,tier1,5,14,12,401.05,1,1,1,9,0.431,1.0,0.44,0.686,0.886,medium,0.0,0,Moderately Active Users
SYN_00466,churned,95,25-34,tier2,0,0,0,47.33,0,0,0,11,0.152,0.45,0.023,0.114,0.03,critical,0.9888,1,Low Activity Users
SYN_00467,paid,90,18-24,tier1,14,9,4,378.27,0,1,1,7,0.53,0.81,0.485,0.546,0.556,low,0.0,0,Moderately Active Users
SYN_00468,inactive,58,35-44,tier1,1,1,0,18.98,0,0,0,14,0.089,0.13,0.046,0.035,0.018,critical,0.9994,1,Low Activity Users
SYN_00469,trial,0,25-34,tier3,3,7,1,80.51,0,1,1,19,0.292,0.75,0.208,0.352,0.508,high,0.0043,0,Moderately Active Users
SYN_00470,paid,34,35-44,tier3,10,8,18,265.41,1,1,1,18,0.415,0.58,0.473,0.602,0.883,medium,0.0,0,Moderately Active Users
SYN_00471,paid,20,35-44,tier3,14,11,16,295.83,1,1,1,14,0.379,0.66,0.57,0.611,0.876,low,0.0,0,Moderately Active Users
SYN_00472,paid,5,35-44,tier3,6,2,6,175.97,1,1,1,3,0.37,0.64,0.229,0.434,0.874,high,0.0017,0,Moderately Active Users
SYN_00473,trial,5,18-24,tier1,6,6,4,79.47,0,0,1,12,0.362,0.36,0.275,0.157,0.272,high,0.0114,1,Low Activity Users
SYN_00474,trial,1,25-34,tier2,13,3,2,16.72,0,0,1,9,0.396,0.53,0.345,0.137,0.279,high,0.0002,0,Moderately Active Users
SYN_00475,inactive,9,35-44,tier3,0,1,1,37.14,0,0,0,7,0.083,0.14,0.034,0.058,0.017,critical,0.9999,1,Low Activity Users
SYN_00476,trial,5,18-24,tier3,13,4,1,40.7,0,1,1,20,0.407,0.68,0.355,0.318,0.531,medium,0.0,0,Moderately Active Users
SYN_00477,paid,106,35-44,tier1,13,18,14,346.99,0,1,1,16,0.353,0.48,0.641,0.578,0.521,low,0.0,0,Moderately Active Users
SYN_00478,trial,0,18-24,tier1,8,6,0,21.93,0,1,1,17,0.411,0.64,0.292,0.289,0.532,high,0.0003,0,Moderately Active Users
SYN_00479,trial,0,25-34,tier3,5,7,1,73.4,0,1,1,20,0.327,0.72,0.248,0.342,0.515,high,0.0009,0,Moderately Active Users
SYN_00480,paid,116,25-34,tier1,13,10,12,393.07,1,1,1,17,0.283,0.56,0.497,0.594,0.857,low,0.0,0,Moderately Active Users
SYN_00481,paid,14,18-24,tier1,10,14,15,564.55,0,1,1,20,0.535,0.52,0.562,0.706,0.557,low,0.0,0,Moderately Active Users
SYN_00482,trial,15,18-24,tier3,10,3,5,4.07,0,1,0,18,0.255,0.83,0.291,0.374,0.301,high,0.0006,0,Moderately Active Users
SYN_00483,trial,17,18-24,tier1,5,7,0,96.35,1,1,1,18,0.252,0.83,0.23,0.364,0.85,high,0.0003,0,Moderately Active Users
SYN_00484,paid,99,18-24,tier1,10,15,14,380.43,1,1,1,17,0.345,0.55,0.542,0.608,0.869,low,0.0,0,Moderately Active Users
SYN_00485,churned,138,18-24,tier1,2,0,0,52.56,0,1,0,23,0.134,0.27,0.055,0.23,0.277,critical,0.8394,1,Low Activity Users
SYN_00486,paid,0,35-44,tier3,8,2,1,106.1,0,1,1,7,0.38,0.61,0.233,0.336,0.526,high,0.0034,0,Moderately Active Users
SYN_00487,paid,81,18-24,tier1,13,12,7,327.25,1,1,1,11,0.55,0.77,0.535,0.547,0.91,low,0.0,0,Moderately Active Users
SYN_00488,paid,89,25-34,tier2,6,5,12,253.44,0,1,1,18,0.344,0.7,0.309,0.552,0.519,medium,0.0,0,Moderately Active Users
SYN_00489,churned,88,18-24,tier1,2,0,1,3.24,0,0,0,23,0.041,0.28,0.048,0.069,0.008,critical,0.9954,1,Low Activity Users
SYN_00490,churned,128,25-34,tier1,0,0,0,0.0,0,0,1,18,0.121,0.3,0.018,0.06,0.224,critical,0.9546,1,Low Activity Users
SYN_00491,churned,88,18-24,tier3,0,0,0,31.94,0,0,0,23,0.098,0.16,0.015,0.048,0.02,critical,0.9994,1,Low Activity Users
SYN_00492,trial,0,18-24,tier1,6,7,1,60.52,1,1,1,16,0.429,0.78,0.281,0.348,0.886,high,0.0001,0,Moderately Active Users
SYN_00493,paid,69,35-44,tier2,10,4,21,266.26,1,1,1,19,0.603,0.86,0.461,0.692,0.921,medium,0.0,0,Moderately Active Users
SYN_00494,paid,70,18-24,tier2,9,10,14,299.97,0,1,1,17,0.484,0.7,0.47,0.598,0.547,medium,0.0,0,Moderately Active Users
SYN_00495,trial,0,18-24,tier1,6,3,1,39.8,1,1,0,15,0.237,0.7,0.192,0.321,0.647,high,0.0627,0,Moderately Active Users
SYN_00496,churned,33,18-24,tier1,0,0,0,17.73,0,0,0,9,0.098,0.4,0.015,0.089,0.02,critical,0.9996,1,Low Activity Users
SYN_00497,paid,154,25-34,tier2,5,13,20,463.52,0,1,0,2,0.33,0.61,0.461,0.73,0.316,low,0.0,0,Moderately Active Users
SYN_00498,churned,114,25-34,tier2,0,0,0,21.01,0,0,0,10,0.135,0.33,0.02,0.077,0.027,critical,0.9927,1,Low Activity Users
SYN_00499,inactive,8,35-44,tier1,0,1,0,41.6,0,0,0,5,0.031,0.12,0.02,0.045,0.006,critical,1.0,1,Low Activity Users
SYN_00500,trial,1,25-34,tier3,1,4,2,45.1,0,1,1,7,0.331,0.71,0.14,0.337,0.516,high,0.1277,0,Moderately Active Users
SYN_00501,paid,85,25-34,tier3,14,9,14,431.46,0,1,0,19,0.282,0.6,0.513,0.644,0.306,low,0.0,0,Moderately Active Users
SYN_00502,trial,171,18-24,tier3,2,1,0,13.12,0,0,1,0,0.048,0.27,0.057,0.061,0.21,high,0.4788,1,Low Activity Users
SYN_00503,churned,133,25-34,tier2,0,0,0,32.04,0,0,0,5,0.064,0.37,0.01,0.09,0.013,critical,0.9877,1,Low Activity Users
SYN_00504,paid,80,18-24,tier1,7,19,7,561.92,1,1,1,22,0.459,0.92,0.522,0.694,0.892,low,0.0,0,Moderately Active Users
SYN_00505,paid,16,35-44,tier3,6,6,10,153.98,1,1,1,6,0.465,0.62,0.329,0.464,0.893,high,0.0,0,Moderately Active Users
SYN_00506,paid,22,25-34,tier1,15,15,23,354.36,0,1,1,19,0.417,0.91,0.698,0.769,0.533,low,0.0,0,Moderately Active Users
SYN_00507,paid,72,35-44,tier3,7,12,18,333.12,0,1,1,8,0.467,0.85,0.489,0.69,0.543,low,0.0,0,Moderately Active Users
SYN_00508,churned,132,18-24,tier1,0,1,0,4.79,1,0,0,19,0.105,0.37,0.031,0.076,0.371,critical,0.9561,1,Low Activity Users
SYN_00509,churned,60,18-24,tier1,0,1,0,41.65,0,0,0,9,0.109,0.45,0.031,0.111,0.022,critical,0.996,1,Low Activity Users
SYN_00510,paid,31,35-44,tier2,14,7,20,270.32,0,1,1,13,0.356,0.59,0.532,0.629,0.521,medium,0.0,0,Moderately Active Users
SYN_00511,paid,72,25-34,tier1,10,5,14,191.67,0,1,1,22,0.344,0.72,0.392,0.548,0.519,medium,0.0,0,Moderately Active Users
SYN_00512,trial,0,35-44,tier3,5,3,1,64.4,0,0,1,9,0.316,0.73,0.186,0.189,0.263,high,0.0426,1,Low Activity Users
SYN_00513,inactive,46,18-24,tier1,0,1,0,0.0,0,0,0,8,0.0,0.12,0.015,0.024,0.0,critical,0.9999,1,Low Activity Users
SYN_00514,paid,90,25-34,tier2,7,12,13,222.31,0,1,1,16,0.519,0.69,0.464,0.546,0.554,medium,0.0,0,Moderately Active Users
SYN_00515,inactive,35,35-44,tier3,0,0,0,3.75,0,1,0,19,0.06,0.27,0.009,0.206,0.262,critical,0.9996,1,Low Activity Users
SYN_00516,paid,6,18-24,tier3,10,14,7,539.73,1,1,1,18,0.551,0.49,0.513,0.597,0.91,low,0.0,0,Moderately Active Users
SYN_00517,trial,7,18-24,tier1,11,10,0,82.43,0,1,0,19,0.338,0.89,0.393,0.369,0.318,medium,0.0,0,Moderately Active Users
SYN_00518,paid,71,18-24,tier1,6,17,11,540.96,1,1,1,17,0.48,0.92,0.503,0.729,0.896,low,0.0,0,Moderately Active Users
SYN_00519,trial,22,25-34,tier1,4,7,2,85.52,0,1,1,19,0.145,0.9,0.21,0.395,0.479,high,0.0007,0,Moderately Active Users
SYN_00520,paid,107,25-34,tier2,10,15,27,503.64,0,1,1,20,0.281,0.56,0.616,0.819,0.506,low,0.0,0,Moderately Active Users
SYN_00521,paid,19,35-44,tier3,12,12,4,449.7,0,1,1,18,0.435,0.59,0.481,0.538,0.537,medium,0.0,0,Moderately Active Users
SYN_00522,paid,23,18-24,tier1,12,4,16,82.25,1,1,1,19,0.617,0.72,0.466,0.516,0.923,medium,0.0,0,Moderately Active Users
SYN_00523,churned,86,18-24,tier3,0,2,0,30.55,0,0,0,21,0.043,0.2,0.036,0.055,0.009,critical,0.998,1,Low Activity Users
SYN_00524,churned,53,18-24,tier1,0,0,1,0.0,0,0,1,10,0.157,0.36,0.03,0.083,0.231,critical,0.9933,1,Low Activity Users
SYN_00525,paid,63,18-24,tier1,11,15,9,490.71,0,1,1,23,0.347,0.57,0.528,0.611,0.519,low,0.0,0,Moderately Active Users
SYN_00526,paid,33,18-24,tier1,2,15,1,584.47,0,1,1,20,0.375,0.74,0.323,0.602,0.525,medium,0.0,0,Moderately Active Users
SYN_00527,paid,107,18-24,tier1,8,4,12,124.52,0,1,1,16,0.403,0.61,0.338,0.47,0.531,medium,0.0,0,Moderately Active Users
SYN_00528,paid,17,35-44,tier3,14,8,18,276.03,1,0,1,14,0.348,0.57,0.533,0.455,0.62,medium,0.0,0,Moderately Active Users
SYN_00529,paid,0,35-44,tier1,4,15,1,379.1,1,1,1,6,0.406,1.0,0.362,0.551,0.881,medium,0.0,0,Moderately Active Users
SYN_00530,paid,57,18-24,tier1,5,13,20,304.71,1,1,1,2,0.375,0.86,0.468,0.7,0.875,low,0.0,0,Moderately Active Users
SYN_00531,trial,189,35-44,tier3,4,1,1,0.0,0,0,0,4,0.022,0.14,0.095,0.039,0.004,high,0.6274,1,Low Activity Users
SYN_00532,paid,10,18-24,tier3,12,13,2,421.91,1,1,1,19,0.476,0.6,0.489,0.504,0.895,medium,0.0,0,Moderately Active Users
SYN_00533,inactive,13,35-44,tier3,1,0,2,28.76,0,0,0,7,0.045,0.07,0.037,0.051,0.009,critical,1.0,1,Low Activity Users
SYN_00534,churned,80,18-24,tier3,1,0,0,3.7,0,0,0,21,0.095,0.26,0.032,0.054,0.019,critical,0.9983,1,Low Activity Users
SYN_00535,paid,124,25-34,tier1,11,16,14,367.64,0,1,1,17,0.352,0.53,0.576,0.598,0.52,low,0.0,0,Moderately Active Users
SYN_00536,paid,98,18-24,tier2,9,17,32,534.61,0,1,1,16,0.272,0.56,0.653,0.879,0.504,low,0.0,0,Moderately Active Users
SYN_00537,paid,103,18-24,tier2,11,11,8,343.42,0,1,1,19,0.249,0.63,0.446,0.538,0.5,medium,0.0,0,Moderately Active Users
SYN_00538,paid,113,25-34,tier2,4,17,24,462.39,1,0,1,9,0.308,0.67,0.526,0.636,0.612,low,0.0,0,Moderately Active Users
SYN_00539,paid,21,25-34,tier1,12,19,8,415.92,0,1,1,21,0.479,0.78,0.618,0.604,0.546,low,0.0,0,Moderately Active Users
SYN_00540,paid,34,18-24,tier1,7,4,6,248.28,0,1,1,23,0.503,0.66,0.297,0.474,0.551,high,0.0,0,Moderately Active Users
SYN_00541,churned,66,25-34,tier1,1,0,0,0.0,0,0,0,15,0.136,0.46,0.038,0.092,0.027,critical,0.9943,1,Low Activity Users
SYN_00542,paid,103,18-24,tier1,8,6,11,152.42,0,1,1,19,0.473,0.8,0.372,0.51,0.545,medium,0.0,0,Moderately Active Users
SYN_00543,paid,116,18-24,tier1,8,9,2,315.86,1,1,1,23,0.37,0.71,0.343,0.473,0.874,medium,0.0,0,Moderately Active Users
SYN_00544,churned,77,18-24,tier3,1,0,1,25.72,0,1,0,21,0.129,0.27,0.043,0.228,0.276,critical,0.9914,1,Low Activity Users
SYN_00545,inactive,91,18-24,tier1,0,0,0,12.57,0,0,0,19,0.046,0.09,0.007,0.024,0.009,critical,0.9997,1,Low Activity Users
SYN_00546,trial,8,25-34,tier2,4,2,1,23.34,0,0,1,8,0.506,0.91,0.182,0.205,0.301,high,0.0108,0,Moderately Active Users
SYN_00547,paid,27,25-34,tier1,12,17,17,430.86,0,1,1,20,0.639,0.87,0.671,0.731,0.578,low,0.0,0,Moderately Active Users
SYN_00548,paid,23,18-24,tier1,12,19,10,393.02,0,1,1,21,0.564,0.9,0.644,0.639,0.563,low,0.0,0,Moderately Active Users
SYN_00549,paid,113,25-34,tier2,13,11,16,372.6,0,0,1,20,0.311,0.55,0.542,0.477,0.262,low,0.0,0,Moderately Active Users
SYN_00550,trial,187,35-44,tier3,0,2,0,20.14,0,0,1,4,0.0,0.32,0.03,0.074,0.2,high,0.5304,1,Low Activity Users
SYN_00551,paid,79,35-44,tier3,10,5,16,320.6,1,0,1,18,0.612,0.78,0.445,0.497,0.672,medium,0.0,0,Moderately Active Users
SYN_00552,paid,20,18-24,tier2,12,4,15,148.95,1,1,1,19,0.555,0.68,0.45,0.53,0.911,medium,0.0,0,Moderately Active Users
SYN_00553,paid,5,25-34,tier2,15,9,6,307.71,0,1,1,7,0.373,0.96,0.492,0.564,0.525,low,0.0,0,Moderately Active Users
SYN_00554,churned,92,18-24,tier1,2,0,0,36.89,0,1,1,23,0.065,0.09,0.045,0.186,0.463,critical,0.9718,1,Low Activity Users
SYN_00555,paid,103,18-24,tier2,10,19,28,506.64,1,1,1,20,0.252,0.54,0.678,0.827,0.85,low,0.0,0,Moderately Active Users
SYN_00556,paid,33,18-24,tier2,7,6,1,176.35,0,1,1,20,0.5,0.68,0.294,0.385,0.55,high,0.0,0,Moderately Active Users
SYN_00557,trial,0,35-44,tier1,12,4,1,22.9,0,1,1,22,0.337,0.79,0.327,0.331,0.517,high,0.0,0,Moderately Active Users
SYN_00558,churned,97,25-34,tier2,1,0,1,21.57,0,0,0,9,0.106,0.42,0.04,0.106,0.021,critical,0.985,1,Low Activity Users
SYN_00559,churned,141,18-24,tier1,0,3,1,16.62,0,0,0,22,0.066,0.2,0.061,0.06,0.013,critical,0.9594,1,Low Activity Users
SYN_00560,inactive,42,18-24,tier3,0,0,0,41.97,0,0,0,15,0.132,0.25,0.02,0.071,0.026,critical,0.9997,1,Low Activity Users
SYN_00561,trial,5,25-34,tier2,2,3,1,47.76,0,0,1,8,0.483,0.93,0.159,0.221,0.297,high,0.0248,0,Moderately Active Users
SYN_00562,inactive,97,18-24,tier1,0,0,0,50.49,0,0,0,22,0.04,0.11,0.006,0.047,0.008,critical,0.9996,1,Low Activity Users
SYN_00563,paid,28,18-24,tier1,6,7,21,121.84,0,1,1,17,0.503,0.78,0.421,0.604,0.551,medium,0.0,0,Moderately Active Users
SYN_00564,paid,125,25-34,tier2,9,17,29,556.91,1,1,1,18,0.258,0.59,0.638,0.874,0.852,low,0.0,0,Moderately Active Users
SYN_00565,paid,20,18-24,tier1,12,7,19,140.37,1,0,1,19,0.527,0.72,0.517,0.429,0.655,medium,0.0,0,Moderately Active Users
SYN_00566,paid,82,18-24,tier1,8,11,6,351.53,1,1,1,21,0.469,0.71,0.414,0.536,0.894,medium,0.0,0,Moderately Active Users
SYN_00567,trial,8,25-34,tier2,10,8,3,82.0,0,1,1,10,0.441,0.43,0.381,0.311,0.538,high,0.0,0,Moderately Active Users
SYN_00568,churned,115,18-24,tier1,2,0,0,36.08,0,1,0,23,0.0,0.15,0.035,0.198,0.25,critical,0.9894,1,Low Activity Users
SYN_00569,inactive,95,18-24,tier1,0,0,0,31.14,0,0,0,18,0.089,0.08,0.013,0.032,0.018,critical,0.9996,1,Low Activity Users
SYN_00570,paid,74,35-44,tier3,6,12,17,304.78,0,1,1,2,0.457,0.82,0.463,0.658,0.541,low,0.0,0,Moderately Active Users
SYN_00571,paid,22,35-44,tier3,5,1,11,145.66,1,1,1,5,0.394,0.59,0.233,0.465,0.879,high,0.0021,0,Moderately Active Users
SYN_00572,trial,0,25-34,tier2,10,10,1,92.91,0,1,1,10,0.439,0.48,0.397,0.304,0.538,medium,0.0,0,Moderately Active Users
SYN_00573,paid,38,25-34,tier3,13,8,24,373.65,1,1,1,13,0.339,0.61,0.553,0.73,0.868,low,0.0,0,Moderately Active Users
SYN_00574,paid,17,35-44,tier3,13,11,18,303.28,0,1,1,12,0.294,0.56,0.553,0.617,0.509,medium,0.0,0,Moderately Active Users
SYN_00575,paid,30,35-44,tier1,12,10,10,471.1,0,1,1,22,0.281,0.56,0.467,0.61,0.506,medium,0.0,0,Moderately Active Users
SYN_00576,inactive,48,35-44,tier1,0,0,0,8.88,0,0,0,13,0.025,0.19,0.004,0.042,0.005,critical,0.9999,1,Low Activity Users
SYN_00577,paid,142,35-44,tier3,3,15,20,431.01,0,1,1,11,0.288,0.63,0.45,0.717,0.508,low,0.0,0,Moderately Active Users
SYN_00578,trial,0,35-44,tier3,6,4,1,32.23,0,1,1,10,0.321,0.55,0.22,0.287,0.514,high,0.0148,0,Moderately Active Users
SYN_00579,trial,13,25-34,tier2,9,8,5,81.24,0,1,1,12,0.365,0.54,0.365,0.355,0.523,high,0.0,0,Moderately Active Users
SYN_00580,trial,1,25-34,tier3,2,2,1,3.57,1,1,1,6,0.513,0.91,0.148,0.345,0.903,high,0.014,0,Moderately Active Users
SYN_00581,trial,0,18-24,tier1,7,7,1,82.9,0,1,1,14,0.349,0.78,0.286,0.359,0.52,high,0.0001,0,Moderately Active Users
SYN_00582,trial,6,18-24,tier2,14,2,5,6.41,1,0,0,18,0.319,0.71,0.355,0.202,0.414,high,0.0002,0,Moderately Active Users
SYN_00583,paid,120,25-34,tier2,11,8,9,449.52,1,1,1,19,0.257,0.56,0.409,0.588,0.851,medium,0.0,0,Moderately Active Users
SYN_00584,inactive,55,35-44,tier3,1,0,1,15.84,0,0,0,11,0.0,0.33,0.024,0.085,0.0,critical,0.9993,1,Low Activity Users
SYN_00585,inactive,58,35-44,tier3,2,0,0,7.24,0,0,0,13,0.004,0.22,0.036,0.048,0.001,critical,0.9994,1,Low Activity Users
SYN_00586,paid,41,18-24,tier1,8,4,25,181.69,1,1,1,23,0.311,0.45,0.408,0.613,0.862,medium,0.0,0,Moderately Active Users
SYN_00587,paid,114,18-24,tier1,11,18,14,322.07,1,1,1,21,0.391,0.54,0.611,0.577,0.878,low,0.0,0,Moderately Active Users
SYN_00588,trial,2,25-34,tier2,9,1,3,0.73,0,1,1,14,0.391,0.53,0.251,0.29,0.528,high,0.006,0,Moderately Active Users
SYN_00589,paid,5,35-44,tier1,7,3,6,154.32,1,1,1,17,0.488,0.83,0.279,0.461,0.898,high,0.0,0,Moderately Active Users
SYN_00590,paid,62,18-24,tier1,20,13,24,274.49,1,0,1,19,0.302,0.68,0.745,0.544,0.61,low,0.0,0,Moderately Active Users
SYN_00591,trial,4,18-24,tier3,4,5,5,58.49,0,1,1,18,0.276,0.63,0.219,0.362,0.505,high,0.0095,0,Moderately Active Users
SYN_00592,paid,4,35-44,tier3,16,7,5,275.93,1,1,1,13,0.284,0.62,0.46,0.468,0.857,medium,0.0,0,Moderately Active Users
SYN_00593,inactive,30,18-24,tier3,1,0,0,53.01,0,0,0,6,0.014,0.09,0.02,0.045,0.003,critical,0.9999,1,Low Activity Users
SYN_00594,paid,5,18-24,tier1,15,4,6,108.24,1,1,1,21,0.533,0.79,0.441,0.43,0.907,medium,0.0,0,Moderately Active Users
SYN_00595,paid,109,25-34,tier1,4,16,19,474.55,0,0,1,10,0.361,0.64,0.487,0.58,0.272,low,0.0,0,Moderately Active Users
SYN_00596,trial,11,25-34,tier2,7,4,4,14.06,0,1,0,8,0.395,0.77,0.268,0.356,0.329,high,0.002,0,Moderately Active Users
SYN_00597,paid,128,18-24,tier2,10,14,15,345.06,0,1,1,21,0.365,0.55,0.537,0.602,0.523,low,0.0,0,Moderately Active Users
SYN_00598,paid,0,35-44,tier3,8,4,1,97.85,0,1,1,4,0.439,0.57,0.272,0.324,0.538,high,0.0008,0,Moderately Active Users
SYN_00599,paid,49,35-44,tier3,3,12,22,315.96,1,1,1,8,0.51,0.73,0.451,0.702,0.902,medium,0.0,0,Moderately Active Users
SYN_00600,inactive,76,35-44,tier3,2,0,0,8.3,0,0,0,15,0.0,0.18,0.035,0.04,0.0,critical,0.9991,1,Low Activity Users
SYN_00601,trial,0,18-24,tier2,9,8,1,73.23,0,1,1,7,0.498,0.51,0.359,0.3,0.55,high,0.0,0,Moderately Active Users
SYN_00602,trial,3,35-44,tier3,10,8,0,48.05,0,1,0,2,0.199,0.81,0.325,0.336,0.29,high,0.0001,0,Moderately Active Users
SYN_00603,trial,2,18-24,tier3,7,5,1,47.8,0,0,1,17,0.514,0.66,0.281,0.167,0.303,high,0.0009,0,Moderately Active Users
SYN_00604,paid,72,18-24,tier1,22,11,19,258.58,0,1,1,20,0.273,0.68,0.679,0.63,0.505,low,0.0,0,Moderately Active Users
SYN_00605,paid,47,35-44,tier1,7,9,7,221.39,1,1,1,22,0.572,0.64,0.388,0.468,0.914,medium,0.0,0,Moderately Active Users
SYN_00606,inactive,88,35-44,tier1,0,1,3,0.0,0,0,0,22,0.005,0.27,0.035,0.088,0.001,critical,0.998,1,Low Activity Users
SYN_00607,churned,102,18-24,tier3,1,1,1,29.77,0,0,0,19,0.074,0.32,0.05,0.09,0.015,critical,0.9858,1,Low Activity Users
SYN_00608,trial,1,18-24,tier2,5,3,2,48.93,0,0,0,18,0.237,0.68,0.181,0.183,0.047,high,0.3798,1,Low Activity Users
SYN_00609,paid,53,35-44,tier3,9,9,13,183.29,1,1,1,19,0.575,0.85,0.463,0.558,0.915,medium,0.0,0,Moderately Active Users
SYN_00610,paid,38,35-44,tier1,6,13,3,564.79,1,1,1,18,0.383,0.74,0.377,0.614,0.877,medium,0.0,0,Moderately Active Users
SYN_00611,trial,0,25-34,tier2,9,7,1,74.55,1,0,1,10,0.451,0.48,0.337,0.145,0.64,high,0.0002,0,Moderately Active Users
SYN_00612,trial,10,18-24,tier1,11,5,1,19.86,0,0,1,20,0.29,0.79,0.317,0.179,0.258,high,0.0001,0,Moderately Active Users
SYN_00613,trial,2,18-24,tier1,5,5,2,56.34,0,1,1,9,0.346,0.48,0.227,0.297,0.519,high,0.0146,0,Moderately Active Users
SYN_00614,churned,139,25-34,tier2,0,2,0,0.0,0,0,0,16,0.145,0.41,0.052,0.082,0.029,critical,0.8879,1,Low Activity Users
SYN_00615,inactive,69,35-44,tier3,0,1,0,25.74,0,0,0,6,0.125,0.19,0.034,0.051,0.025,critical,0.9991,1,Low Activity Users
SYN_00616,trial,0,35-44,tier2,4,3,1,74.6,0,1,1,7,0.4,0.56,0.181,0.311,0.53,high,0.0508,0,Moderately Active Users
SYN_00617,churned,138,25-34,tier2,0,0,0,17.95,0,0,0,17,0.147,0.31,0.022,0.071,0.029,critical,0.9832,1,Low Activity Users
SYN_00618,inactive,35,35-44,tier3,0,0,0,0.0,0,0,0,18,0.044,0.2,0.007,0.04,0.009,critical,0.9999,1,Low Activity Users
SYN_00619,paid,36,18-24,tier2,15,16,33,413.93,1,1,1,16,0.46,0.82,0.771,0.871,0.892,low,0.0,0,Moderately Active Users
SYN_00620,paid,46,25-34,tier2,16,15,28,415.28,0,1,1,20,0.41,0.81,0.747,0.836,0.532,low,0.0,0,Moderately Active Users
SYN_00621,trial,0,18-24,tier2,7,10,1,146.49,0,0,1,20,0.469,0.85,0.349,0.255,0.294,medium,0.0,0,Moderately Active Users
SYN_00622,paid,101,18-24,tier1,11,12,4,257.8,1,1,1,12,0.561,0.79,0.482,0.482,0.912,low,0.0,0,Moderately Active Users
SYN_00623,paid,131,18-24,tier1,11,17,14,368.83,0,1,1,17,0.345,0.5,0.59,0.592,0.519,low,0.0,0,Moderately Active Users
SYN_00624,paid,9,35-44,tier3,10,14,5,372.8,1,1,1,18,0.434,0.63,0.482,0.519,0.887,medium,0.0,0,Moderately Active Users
SYN_00625,trial,6,35-44,tier2,1,3,0,29.32,1,0,1,6,0.471,0.92,0.133,0.199,0.644,high,0.0478,0,Moderately Active Users
SYN_00626,paid,83,25-34,tier2,8,3,14,125.46,0,1,1,19,0.352,0.72,0.328,0.515,0.52,medium,0.0,0,Moderately Active Users
SYN_00627,paid,115,25-34,tier2,3,17,21,428.16,0,1,1,6,0.397,0.62,0.503,0.725,0.529,low,0.0,0,Moderately Active Users
SYN_00628,inactive,85,18-24,tier1,0,0,1,0.0,0,0,0,22,0.039,0.36,0.012,0.083,0.008,critical,0.9985,1,Low Activity Users
SYN_00629,trial,17,18-24,tier1,11,1,6,7.38,0,1,0,19,0.398,0.68,0.306,0.357,0.33,high,0.0008,0,Moderately Active Users
SYN_00630,paid,27,18-24,tier1,11,19,12,341.94,0,1,1,23,0.513,0.81,0.632,0.618,0.553,low,0.0,0,Moderately Active Users
SYN_00631,churned,98,25-34,tier1,2,0,1,20.6,0,0,0,23,0.015,0.13,0.044,0.048,0.003,critical,0.9979,1,Low Activity Users
SYN_00632,paid,89,18-24,tier1,7,2,8,200.38,0,1,1,16,0.41,0.59,0.266,0.459,0.532,high,0.0,0,Moderately Active Users
SYN_00633,paid,123,25-34,tier3,9,17,25,536.11,0,1,1,17,0.255,0.64,0.612,0.828,0.501,low,0.0,0,Moderately Active Users
SYN_00634,paid,40,18-24,tier1,13,4,16,68.37,1,1,1,22,0.607,0.72,0.482,0.509,0.921,medium,0.0,0,Moderately Active Users
SYN_00635,paid,81,18-24,tier1,8,15,9,588.98,1,1,1,23,0.421,0.9,0.486,0.726,0.884,low,0.0,0,Moderately Active Users
SYN_00636,inactive,25,18-24,tier3,1,0,0,3.72,0,0,0,12,0.057,0.11,0.026,0.024,0.011,critical,0.9999,1,Low Activity Users
SYN_00637,paid,80,18-24,tier3,9,7,18,256.61,1,1,1,22,0.55,0.87,0.461,0.656,0.91,low,0.0,0,Moderately Active Users
SYN_00638,trial,0,18-24,tier1,11,5,1,31.53,0,0,1,21,0.396,0.76,0.333,0.179,0.279,high,0.0001,0,Moderately Active Users
SYN_00639,paid,87,18-24,tier1,10,17,12,572.65,1,1,1,23,0.405,0.9,0.568,0.752,0.881,low,0.0,0,Moderately Active Users
SYN_00640,paid,13,35-44,tier2,12,16,10,377.84,1,1,1,17,0.471,0.57,0.585,0.566,0.894,low,0.0,0,Moderately Active Users
SYN_00641,trial,0,25-34,tier2,9,7,1,86.29,1,1,1,10,0.47,0.39,0.339,0.282,0.894,high,0.0001,0,Moderately Active Users
SYN_00642,paid,53,18-24,tier1,12,11,22,295.27,1,1,1,8,0.335,0.65,0.567,0.676,0.867,low,0.0,0,Moderately Active Users
SYN_00643,paid,105,25-34,tier2,12,10,16,376.38,1,1,1,18,0.222,0.58,0.497,0.635,0.844,low,0.0,0,Moderately Active Users
SYN_00644,paid,108,18-24,tier1,14,13,4,331.99,1,1,1,9,0.562,0.86,0.55,0.533,0.912,low,0.0,0,Moderately Active Users
