user_id,segment_id,segment_name,lifecycle_stage,lifecycle_day,churn_risk,activeness_score,freq_band,n_notifs_today,primary_window,secondary_window,guardrail_uninstall_rate_pct,frequency_strategy,notif_1_template_id,notif_1_time,notif_1_channel,notif_2_template_id,notif_2_time,notif_2_channel,notif_3_template_id,notif_3_time,notif_3_channel,notif_4_template_id,notif_4_time,notif_4_channel,notif_5_template_id,notif_5_time,notif_5_channel,notif_6_template_id,notif_6_time,notif_6_channel,notif_7_template_id,notif_7_time,notif_7_channel,notif_8_template_id,notif_8_time,notif_8_channel,notif_9_template_id,notif_9_time,notif_9_channel
SYN_00512,SEG_01_TRI_HIG,Low Activity Users,trial,0,high,0.186,low_active,3,afternoon,late_afternoon,1.886,"Conservative, avoid fatigue",TMPL_0047,13:00,push,TMPL_0047,16:00,push,TMPL_0047,13:00,push,,,,,,,,,,,,,,,,,,
SYN_00513,SEG_01_INA_CRI,Low Activity Users,inactive,46,critical,0.015,low_active,3,night,mid_morning,1.842,"Conservative, avoid fatigue",TMPL_0037,22:00,push,TMPL_0037,10:00,push,TMPL_0037,22:00,push,,,,,,,,,,,,,,,,,,
SYN_00514,SEG_00_PAI_MED,Moderately Active Users,paid,90,medium,0.464,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00515,SEG_01_INA_CRI,Low Activity Users,inactive,35,critical,0.009,low_active,3,night,mid_morning,1.842,"Conservative, avoid fatigue",TMPL_0037,22:00,push,TMPL_0037,10:00,push,TMPL_0037,22:00,push,,,,,,,,,,,,,,,,,,
SYN_00516,SEG_00_PAI_LOW,Moderately Active Users,paid,6,low,0.513,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0009,16:00,push,TMPL_0008,13:00,push,TMPL_0009,16:00,push,TMPL_0010,13:00,push,TMPL_0006,16:00,push,,,,,,,,,,,,
SYN_00517,SEG_00_TRI_MED,Moderately Active Users,trial,7,medium,0.393,low_active,3,late_afternoon,evening,0.486,"Conservative, avoid fatigue",TMPL_0025,16:00,push,TMPL_0025,19:00,push,TMPL_0022,16:00,push,,,,,,,,,,,,,,,,,,
SYN_00518,SEG_00_PAI_LOW,Moderately Active Users,paid,71,low,0.503,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0010,16:00,push,TMPL_0009,13:00,push,TMPL_0010,16:00,push,TMPL_0006,13:00,push,TMPL_0010,16:00,push,,,,,,,,,,,,
SYN_00519,SEG_00_TRI_HIG,Moderately Active Users,trial,22,high,0.21,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00520,SEG_00_PAI_LOW,Moderately Active Users,paid,107,low,0.616,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0007,16:00,push,TMPL_0007,13:00,push,TMPL_0006,16:00,push,TMPL_0007,13:00,push,TMPL_0006,16:00,push,,,,,,,,,,,,
SYN_00521,SEG_00_PAI_MED,Moderately Active Users,paid,19,medium,0.481,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00522,SEG_00_PAI_MED,Moderately Active Users,paid,23,medium,0.466,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00523,SEG_01_CHU_CRI,Low Activity Users,churned,86,critical,0.036,low_active,3,afternoon,early_morning,1.83,"Conservative, avoid fatigue",TMPL_0028,13:00,push,TMPL_0027,07:00,push,TMPL_0028,13:00,push,,,,,,,,,,,,,,,,,,
SYN_00524,SEG_01_CHU_CRI,Low Activity Users,churned,53,critical,0.03,low_active,3,afternoon,early_morning,1.83,"Conservative, avoid fatigue",TMPL_0029,13:00,push,TMPL_0030,07:00,push,TMPL_0029,13:00,push,,,,,,,,,,,,,,,,,,
SYN_00525,SEG_00_PAI_LOW,Moderately Active Users,paid,63,low,0.528,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0009,16:00,push,TMPL_0010,13:00,push,TMPL_0009,16:00,push,TMPL_0006,13:00,push,TMPL_0010,16:00,push,,,,,,,,,,,,
SYN_00526,SEG_00_PAI_MED,Moderately Active Users,paid,33,medium,0.323,low_active,3,late_afternoon,afternoon,0.674,"Conservative, avoid fatigue",TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,,,,,,,
SYN_00527,SEG_00_PAI_MED,Moderately Active Users,paid,107,medium,0.338,low_active,3,late_afternoon,afternoon,0.674,"Conservative, avoid fatigue",TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,,,,,,,
SYN_00528,SEG_00_PAI_MED,Moderately Active Users,paid,17,medium,0.533,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00529,SEG_00_PAI_MED,Moderately Active Users,paid,0,medium,0.362,low_active,3,late_afternoon,afternoon,0.674,"Conservative, avoid fatigue",TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,,,,,,,
SYN_00530,SEG_00_PAI_LOW,Moderately Active Users,paid,57,low,0.468,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0007,16:00,push,TMPL_0010,13:00,push,TMPL_0006,16:00,push,TMPL_0008,13:00,push,TMPL_0006,16:00,push,,,,,,,,,,,,
SYN_00531,SEG_01_TRI_HIG,Low Activity Users,trial,189,high,0.095,low_active,3,afternoon,late_afternoon,1.886,"Conservative, avoid fatigue",TMPL_0047,13:00,push,TMPL_0047,16:00,push,TMPL_0047,13:00,push,,,,,,,,,,,,,,,,,,
SYN_00532,SEG_00_PAI_MED,Moderately Active Users,paid,10,medium,0.489,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00533,SEG_01_INA_CRI,Low Activity Users,inactive,13,critical,0.037,low_active,3,night,mid_morning,1.842,"Conservative, avoid fatigue",TMPL_0037,22:00,push,TMPL_0037,10:00,push,TMPL_0037,22:00,push,,,,,,,,,,,,,,,,,,
SYN_00534,SEG_01_CHU_CRI,Low Activity Users,churned,80,critical,0.032,low_active,3,afternoon,early_morning,1.83,"Conservative, avoid fatigue",TMPL_0030,13:00,push,TMPL_0029,07:00,push,TMPL_0028,13:00,push,,,,,,,,,,,,,,,,,,
SYN_00535,SEG_00_PAI_LOW,Moderately Active Users,paid,124,low,0.576,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0006,16:00,push,TMPL_0007,13:00,push,TMPL_0008,16:00,push,TMPL_0010,13:00,push,TMPL_0010,16:00,push,,,,,,,,,,,,
SYN_00536,SEG_00_PAI_LOW,Moderately Active Users,paid,98,low,0.653,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0010,16:00,push,TMPL_0007,13:00,push,TMPL_0008,16:00,push,TMPL_0007,13:00,push,TMPL_0010,16:00,push,,,,,,,,,,,,
SYN_00537,SEG_00_PAI_MED,Moderately Active Users,paid,103,medium,0.446,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00538,SEG_00_PAI_LOW,Moderately Active Users,paid,113,low,0.526,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0008,16:00,push,TMPL_0010,13:00,push,TMPL_0010,16:00,push,TMPL_0009,13:00,push,TMPL_0010,16:00,push,,,,,,,,,,,,
SYN_00539,SEG_00_PAI_LOW,Moderately Active Users,paid,21,low,0.618,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0009,16:00,push,TMPL_0010,13:00,push,TMPL_0009,16:00,push,TMPL_0009,13:00,push,TMPL_0008,16:00,push,,,,,,,,,,,,
SYN_00540,SEG_00_PAI_HIG,Moderately Active Users,paid,34,high,0.297,low_active,1,afternoon,evening,2.148,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0005,13:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00541,SEG_01_CHU_CRI,Low Activity Users,churned,66,critical,0.038,low_active,3,afternoon,early_morning,1.83,"Conservative, avoid fatigue",TMPL_0029,13:00,push,TMPL_0028,07:00,push,TMPL_0030,13:00,push,,,,,,,,,,,,,,,,,,
SYN_00542,SEG_00_PAI_MED,Moderately Active Users,paid,103,medium,0.372,low_active,3,late_afternoon,afternoon,0.674,"Conservative, avoid fatigue",TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,,,,,,,
SYN_00543,SEG_00_PAI_MED,Moderately Active Users,paid,116,medium,0.343,low_active,3,late_afternoon,afternoon,0.674,"Conservative, avoid fatigue",TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,,,,,,,
SYN_00544,SEG_01_CHU_CRI,Low Activity Users,churned,77,critical,0.043,low_active,3,afternoon,early_morning,1.83,"Conservative, avoid fatigue",TMPL_0027,13:00,push,TMPL_0030,07:00,push,TMPL_0030,13:00,push,,,,,,,,,,,,,,,,,,
SYN_00545,SEG_01_INA_CRI,Low Activity Users,inactive,91,critical,0.007,low_active,3,night,mid_morning,1.842,"Conservative, avoid fatigue",TMPL_0037,22:00,push,TMPL_0037,10:00,push,TMPL_0037,22:00,push,,,,,,,,,,,,,,,,,,
SYN_00546,SEG_00_TRI_HIG,Moderately Active Users,trial,8,high,0.182,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00547,SEG_00_PAI_LOW,Moderately Active Users,paid,27,low,0.671,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0009,16:00,push,TMPL_0010,13:00,push,TMPL_0008,16:00,push,TMPL_0006,13:00,push,TMPL_0010,16:00,push,,,,,,,,,,,,
SYN_00548,SEG_00_PAI_LOW,Moderately Active Users,paid,23,low,0.644,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0006,16:00,push,TMPL_0009,13:00,push,TMPL_0010,16:00,push,TMPL_0006,13:00,push,TMPL_0007,16:00,push,,,,,,,,,,,,
SYN_00549,SEG_00_PAI_LOW,Moderately Active Users,paid,113,low,0.542,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0006,16:00,push,TMPL_0006,13:00,push,TMPL_0010,16:00,push,TMPL_0009,13:00,push,TMPL_0010,16:00,push,,,,,,,,,,,,
SYN_00550,SEG_01_TRI_HIG,Low Activity Users,trial,187,high,0.03,low_active,3,afternoon,late_afternoon,1.886,"Conservative, avoid fatigue",TMPL_0047,13:00,push,TMPL_0047,16:00,push,TMPL_0047,13:00,push,,,,,,,,,,,,,,,,,,
SYN_00551,SEG_00_PAI_MED,Moderately Active Users,paid,79,medium,0.445,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00552,SEG_00_PAI_MED,Moderately Active Users,paid,20,medium,0.45,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00553,SEG_00_PAI_LOW,Moderately Active Users,paid,5,low,0.492,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0008,16:00,push,TMPL_0009,13:00,push,TMPL_0008,16:00,push,TMPL_0008,13:00,push,TMPL_0010,16:00,push,,,,,,,,,,,,
SYN_00554,SEG_01_CHU_CRI,Low Activity Users,churned,92,critical,0.045,low_active,3,afternoon,early_morning,1.83,"Conservative, avoid fatigue",TMPL_0026,13:00,push,TMPL_0028,07:00,push,TMPL_0030,13:00,push,,,,,,,,,,,,,,,,,,
SYN_00555,SEG_00_PAI_LOW,Moderately Active Users,paid,103,low,0.678,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0007,16:00,push,TMPL_0007,13:00,push,TMPL_0007,16:00,push,TMPL_0007,13:00,push,TMPL_0006,16:00,push,,,,,,,,,,,,
SYN_00556,SEG_00_PAI_HIG,Moderately Active Users,paid,33,high,0.294,low_active,1,afternoon,evening,2.148,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0001,13:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00557,SEG_00_TRI_HIG,Moderately Active Users,trial,0,high,0.327,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00558,SEG_01_CHU_CRI,Low Activity Users,churned,97,critical,0.04,low_active,3,afternoon,early_morning,1.83,"Conservative, avoid fatigue",TMPL_0026,13:00,push,TMPL_0027,07:00,push,TMPL_0027,13:00,push,,,,,,,,,,,,,,,,,,
SYN_00559,SEG_01_CHU_CRI,Low Activity Users,churned,141,critical,0.061,low_active,3,afternoon,early_morning,1.83,"Conservative, avoid fatigue",TMPL_0028,13:00,push,TMPL_0030,07:00,push,TMPL_0028,13:00,push,,,,,,,,,,,,,,,,,,
SYN_00560,SEG_01_INA_CRI,Low Activity Users,inactive,42,critical,0.02,low_active,3,night,mid_morning,1.842,"Conservative, avoid fatigue",TMPL_0037,22:00,push,TMPL_0037,10:00,push,TMPL_0037,22:00,push,,,,,,,,,,,,,,,,,,
SYN_00561,SEG_00_TRI_HIG,Moderately Active Users,trial,5,high,0.159,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00562,SEG_01_INA_CRI,Low Activity Users,inactive,97,critical,0.006,low_active,3,night,mid_morning,1.842,"Conservative, avoid fatigue",TMPL_0037,22:00,push,TMPL_0037,10:00,push,TMPL_0037,22:00,push,,,,,,,,,,,,,,,,,,
SYN_00563,SEG_00_PAI_MED,Moderately Active Users,paid,28,medium,0.421,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00564,SEG_00_PAI_LOW,Moderately Active Users,paid,125,low,0.638,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0010,16:00,push,TMPL_0007,13:00,push,TMPL_0009,16:00,push,TMPL_0008,13:00,push,TMPL_0007,16:00,push,,,,,,,,,,,,
SYN_00565,SEG_00_PAI_MED,Moderately Active Users,paid,20,medium,0.517,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00566,SEG_00_PAI_MED,Moderately Active Users,paid,82,medium,0.414,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00567,SEG_00_TRI_HIG,Moderately Active Users,trial,8,high,0.381,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00568,SEG_01_CHU_CRI,Low Activity Users,churned,115,critical,0.035,low_active,3,afternoon,early_morning,1.83,"Conservative, avoid fatigue",TMPL_0029,13:00,push,TMPL_0026,07:00,push,TMPL_0027,13:00,push,,,,,,,,,,,,,,,,,,
SYN_00569,SEG_01_INA_CRI,Low Activity Users,inactive,95,critical,0.013,low_active,3,night,mid_morning,1.842,"Conservative, avoid fatigue",TMPL_0037,22:00,push,TMPL_0037,10:00,push,TMPL_0037,22:00,push,,,,,,,,,,,,,,,,,,
SYN_00570,SEG_00_PAI_LOW,Moderately Active Users,paid,74,low,0.463,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0010,16:00,push,TMPL_0006,13:00,push,TMPL_0009,16:00,push,TMPL_0006,13:00,push,TMPL_0010,16:00,push,,,,,,,,,,,,
SYN_00571,SEG_00_PAI_HIG,Moderately Active Users,paid,22,high,0.233,low_active,1,afternoon,evening,2.148,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0005,13:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00572,SEG_00_TRI_MED,Moderately Active Users,trial,0,medium,0.397,low_active,3,late_afternoon,evening,0.486,"Conservative, avoid fatigue",TMPL_0024,16:00,push,TMPL_0025,19:00,push,TMPL_0023,16:00,push,,,,,,,,,,,,,,,,,,
SYN_00573,SEG_00_PAI_LOW,Moderately Active Users,paid,38,low,0.553,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0009,16:00,push,TMPL_0009,13:00,push,TMPL_0007,16:00,push,TMPL_0010,13:00,push,TMPL_0008,16:00,push,,,,,,,,,,,,
SYN_00574,SEG_00_PAI_MED,Moderately Active Users,paid,17,medium,0.553,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00575,SEG_00_PAI_MED,Moderately Active Users,paid,30,medium,0.467,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00576,SEG_01_INA_CRI,Low Activity Users,inactive,48,critical,0.004,low_active,3,night,mid_morning,1.842,"Conservative, avoid fatigue",TMPL_0037,22:00,push,TMPL_0037,10:00,push,TMPL_0037,22:00,push,,,,,,,,,,,,,,,,,,
SYN_00577,SEG_00_PAI_LOW,Moderately Active Users,paid,142,low,0.45,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0010,16:00,push,TMPL_0006,13:00,push,TMPL_0007,16:00,push,TMPL_0006,13:00,push,TMPL_0010,16:00,push,,,,,,,,,,,,
SYN_00578,SEG_00_TRI_HIG,Moderately Active Users,trial,0,high,0.22,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00579,SEG_00_TRI_HIG,Moderately Active Users,trial,13,high,0.365,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00580,SEG_00_TRI_HIG,Moderately Active Users,trial,1,high,0.148,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00581,SEG_00_TRI_HIG,Moderately Active Users,trial,0,high,0.286,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00582,SEG_00_TRI_HIG,Moderately Active Users,trial,6,high,0.355,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00583,SEG_00_PAI_MED,Moderately Active Users,paid,120,medium,0.409,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00584,SEG_01_INA_CRI,Low Activity Users,inactive,55,critical,0.024,low_active,3,night,mid_morning,1.842,"Conservative, avoid fatigue",TMPL_0037,22:00,push,TMPL_0037,10:00,push,TMPL_0037,22:00,push,,,,,,,,,,,,,,,,,,
SYN_00585,SEG_01_INA_CRI,Low Activity Users,inactive,58,critical,0.036,low_active,3,night,mid_morning,1.842,"Conservative, avoid fatigue",TMPL_0037,22:00,push,TMPL_0037,10:00,push,TMPL_0037,22:00,push,,,,,,,,,,,,,,,,,,
SYN_00586,SEG_00_PAI_MED,Moderately Active Users,paid,41,medium,0.408,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00587,SEG_00_PAI_LOW,Moderately Active Users,paid,114,low,0.611,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0009,16:00,push,TMPL_0010,13:00,push,TMPL_0008,16:00,push,TMPL_0009,13:00,push,TMPL_0009,16:00,push,,,,,,,,,,,,
SYN_00588,SEG_00_TRI_HIG,Moderately Active Users,trial,2,high,0.251,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00589,SEG_00_PAI_HIG,Moderately Active Users,paid,5,high,0.279,low_active,1,afternoon,evening,2.148,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0002,13:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00590,SEG_00_PAI_LOW,Moderately Active Users,paid,62,low,0.745,high_active,8,late_afternoon,afternoon,1.614,Maximum engagement,TMPL_0009,16:00,push,TMPL_0009,13:00,push,TMPL_0008,16:00,push,TMPL_0006,13:00,push,TMPL_0009,16:00,push,TMPL_0008,13:00,push,TMPL_0007,16:00,push,TMPL_0009,13:00,push,,,
SYN_00591,SEG_00_TRI_HIG,Moderately Active Users,trial,4,high,0.219,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00592,SEG_00_PAI_MED,Moderately Active Users,paid,4,medium,0.46,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00593,SEG_01_INA_CRI,Low Activity Users,inactive,30,critical,0.02,low_active,3,night,mid_morning,1.842,"Conservative, avoid fatigue",TMPL_0037,22:00,push,TMPL_0037,10:00,push,TMPL_0037,22:00,push,,,,,,,,,,,,,,,,,,
SYN_00594,SEG_00_PAI_MED,Moderately Active Users,paid,5,medium,0.441,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00595,SEG_00_PAI_LOW,Moderately Active Users,paid,109,low,0.487,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0008,16:00,push,TMPL_0009,13:00,push,TMPL_0010,16:00,push,TMPL_0010,13:00,push,TMPL_0007,16:00,push,,,,,,,,,,,,
SYN_00596,SEG_00_TRI_HIG,Moderately Active Users,trial,11,high,0.268,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00597,SEG_00_PAI_LOW,Moderately Active Users,paid,128,low,0.537,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0009,16:00,push,TMPL_0007,13:00,push,TMPL_0010,16:00,push,TMPL_0006,13:00,push,TMPL_0006,16:00,push,,,,,,,,,,,,
SYN_00598,SEG_00_PAI_HIG,Moderately Active Users,paid,0,high,0.272,low_active,1,afternoon,evening,2.148,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0001,13:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00599,SEG_00_PAI_MED,Moderately Active Users,paid,49,medium,0.451,moderate_active,5,late_afternoon,afternoon,0.674,Balanced approach,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,
SYN_00600,SEG_01_INA_CRI,Low Activity Users,inactive,76,critical,0.035,low_active,3,night,mid_morning,1.842,"Conservative, avoid fatigue",TMPL_0037,22:00,push,TMPL_0037,10:00,push,TMPL_0037,22:00,push,,,,,,,,,,,,,,,,,,
SYN_00601,SEG_00_TRI_HIG,Moderately Active Users,trial,0,high,0.359,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00602,SEG_00_TRI_HIG,Moderately Active Users,trial,3,high,0.325,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00603,SEG_00_TRI_HIG,Moderately Active Users,trial,2,high,0.281,low_active,1,late_afternoon,afternoon,2.096,"Conservative, avoid fatigue [GUARDRAIL APPLIED]",TMPL_0017,16:00,push,,,,,,,,,,,,,,,,,,,,,,,,
SYN_00604,SEG_00_PAI_LOW,Moderately Active Users,paid,72,low,0.679,moderate_active,5,late_afternoon,afternoon,1.614,Balanced approach,TMPL_0006,16:00,push,TMPL_0010,13:00,push,TMPL_0008,16:00,push,TMPL_0006,13:00,push,TMPL_0006,16:00,push,,,,,,,,,,,,
SYN_00605,SEG_00_PAI_MED,Moderately Active Users,paid,47,medium,0.388,low_active,3,late_afternoon,afternoon,0.674,"Conservative, avoid fatigue",TMPL_0012,16:00,push,TMPL_0012,13:00,push,TMPL_0012,16:00,push,,,,,,,,,,,,,,,,,,
SYN_00606,SEG_01_INA_CRI,Low Activity Users,inactive,88,critical,0.035,low_active,3,night,mid_morning,1.842,"Conservative, avoid fatigue",TMPL_0037,22:00,push,TMPL_0037,10:00,push,TMPL_0037,22:00,push,,,,,,,,,,,,,,,,,,
SYN_00607,SEG_01_CHU_CRI,Low Activity Users,churned,102,critical,0.05,low_active,3,afternoon,early_morning,1.83,"Conservative, avoid fatigue",TMPL_0026,13:00,push,TMPL_0029,07:00,push,TMPL_0027,13:00,push,,,,,,,,,,,,,,,,,,
